order_id,order_date,customer_id,country,state,city,product_category,product_id,quantity,unit_price,discount,total_amount,payment_method,is_first_purchase,channel,status,ship_date,shipping_cost
100401,2025-06-04,1042,CA,AB,Calgary,toys,294,2,311.94,0.3,436.72,paypal,False,web,completed,2025-06-11,18.97
100402,2024-08-02,1219,UK,N. Ireland,Belfast,home,682,9,158.98,0.05,1359.28,credit_card,False,marketplace,shipped,2024-08-03,19.83
100403,2025-10-13,1884,UK,Scotland,Aberdeen,beauty,783,2,203.03,0.3,284.24,cash,False,web,completed,2025-10-17,3.89
100404,2024-11-30,1458,CA,AB,Red Deer,apparel,448,4,71.08,0.15,241.67,paypal,False,marketplace,completed,2024-12-02,13.92
100405,2024-12-01,1709,CA,AB,Edmonton,electronics,330,1,100.2,0.3,70.14,bank_transfer,False,store,completed,2024-12-03,20.34
100406,2024-10-17,1411,UK,Scotland,Edinburgh,home,598,7,75.96,0.0,531.72,debit_card,False,mobile,processing,2024-10-18,4.03
100407,2024-04-06,1173,BR,BA,Vitória da Conquista,toys,620,7,406.09,0.0,2842.63,paypal,False,mobile,completed,2024-04-10,5.19
100408,2025-09-18,1371,US,MA,Cambridge,beauty,184,8,353.91,0.3,1981.9,paypal,True,mobile,shipped,2025-09-23,0.06
100409,2024-01-10,1091,CA,BC,Surrey,electronics,608,3,267.52,0.2,642.05,debit_card,False,store,completed,2024-01-14,13.12
100410,2024-04-26,1770,US,WA,Bunbury,sports,238,4,190.31,0.05,723.18,paypal,False,marketplace,completed,2024-04-29,4.87
100411,2024-06-02,1183,DE,SN,Chemnitz,toys,611,10,335.9,0.3,2351.3,bank_transfer,False,web,completed,2024-06-08,18.11
100412,2024-07-06,1376,CA,BC,Surrey,sports,937,9,407.39,0.0,3666.51,credit_card,False,store,cancelled,2024-07-11,24.06
100413,2024-03-29,1980,IN,DL,New Delhi,sports,582,1,441.21,0.2,352.97,credit_card,True,marketplace,shipped,2024-04-05,5.22
100414,2024-01-13,1591,AU,VIC,Geelong,electronics,784,7,275.77,0.05,1833.87,cash,False,mobile,completed,2024-01-16,16.23
100415,2025-03-30,1458,IN,MH,Mumbai,electronics,378,9,410.84,0.0,3697.56,paypal,False,store,shipped,2025-04-01,5.3
100416,2025-10-11,1543,AU,QLD,Gold Coast,beauty,929,6,258.1,0.25,1161.45,cash,True,web,completed,2025-10-15,0.45
100417,2024-03-22,1784,DE,HE,Darmstadt,home,830,7,239.89,0.25,1259.42,bank_transfer,False,marketplace,completed,2024-03-26,18.96
100418,2024-07-17,1254,BR,BA,Vitória da Conquista,electronics,924,1,433.39,0.0,433.39,bank_transfer,False,web,shipped,2024-07-21,10.85
100419,2024-12-05,1636,DE,HE,Wiesbaden,apparel,766,1,196.26,0.0,196.26,cash,False,mobile,completed,2024-12-11,23.67
100420,2025-09-13,1872,BR,RJ,Petropolis,sports,683,1,200.98,0.2,160.78,bank_transfer,False,mobile,completed,2025-09-14,13.36
100421,2025-04-10,1572,BR,RS,Porto Alegre,beauty,571,2,155.93,0.0,311.86,debit_card,False,mobile,shipped,2025-04-14,3.94
100422,2025-05-28,1446,AU,NSW,Newcastle,toys,934,10,261.76,0.25,1963.2,paypal,False,web,completed,2025-06-01,11.24
100423,2025-01-24,1145,AU,NSW,Newcastle,home,862,7,274.7,0.3,1346.03,debit_card,False,store,processing,2025-01-26,5.07
100424,2024-10-06,1248,CA,BC,Surrey,apparel,474,8,331.93,0.25,1991.58,debit_card,False,web,shipped,2024-10-11,21.95
100425,2024-05-13,1946,IN,KA,Bengaluru,beauty,177,3,218.1,0.05,621.58,bank_transfer,False,marketplace,processing,2024-05-19,17.27
100426,2025-08-02,1541,AU,QLD,Brisbane,electronics,103,10,112.83,0.05,1071.88,credit_card,False,web,shipped,2025-08-06,8.53
100427,2025-06-22,1301,BR,RS,Caxias do Sul,toys,309,2,434.09,0.2,694.54,bank_transfer,True,mobile,processing,2025-06-23,13.2
100428,2024-01-17,1418,CA,QC,Montreal,electronics,156,10,176.27,0.0,1762.7,paypal,False,marketplace,completed,2024-01-18,16.74
100429,2025-04-24,1578,IN,DL,New Delhi,home,290,1,461.86,0.15,392.58,debit_card,False,web,shipped,2025-04-27,19.57
100430,2024-02-26,1537,DE,SN,Leipzig,home,198,1,107.64,0.15,91.49,credit_card,False,web,shipped,2024-03-02,2.0
100431,2025-05-10,1699,CA,BC,Surrey,beauty,981,1,282.23,0.25,211.67,bank_transfer,False,store,cancelled,2025-05-13,0.56
100432,2025-07-07,1257,CA,QC,Laval,sports,185,8,270.62,0.05,2056.71,cash,False,web,completed,2025-07-10,2.86
100433,2024-03-28,1649,DE,BY,Munich,electronics,663,3,415.18,0.25,934.16,bank_transfer,False,marketplace,shipped,2024-04-04,9.87
100434,2024-10-17,1442,UK,Wales,Cardiff,beauty,416,5,73.73,0.2,294.92,paypal,False,mobile,shipped,2024-10-18,11.67
100435,2024-03-23,1940,US,IL,Chicago,toys,256,5,455.42,0.05,2163.24,bank_transfer,False,marketplace,completed,2024-03-24,3.41
100436,2025-01-15,1157,UK,Wales,Cardiff,sports,730,8,268.06,0.1,1930.03,paypal,False,web,processing,2025-01-17,10.28
100437,2025-09-13,1148,AU,NSW,Wollongong,sports,972,4,295.12,0.0,1180.48,debit_card,False,web,completed,2025-09-20,11.04
100438,2024-02-24,1461,UK,Scotland,Edinburgh,electronics,810,1,257.53,0.15,218.9,debit_card,False,marketplace,completed,2024-02-28,2.73
100439,2024-09-23,1508,BR,RJ,Rio de Janeiro,beauty,976,4,22.83,0.05,86.75,debit_card,False,marketplace,shipped,2024-09-25,22.92
100440,2025-10-13,1690,IN,TN,Madurai,toys,630,3,251.06,0.0,753.18,cash,False,marketplace,completed,2025-10-16,14.98
100441,2024-07-20,1404,DE,HE,Darmstadt,electronics,705,8,135.46,0.15,921.13,bank_transfer,True,mobile,completed,2024-07-27,9.71
100442,2024-03-29,1913,BR,BA,Salvador,home,231,8,174.63,0.15,1187.48,credit_card,False,mobile,completed,2024-04-03,12.67
100443,2024-11-23,1474,DE,NW,Cologne,sports,866,1,326.31,0.0,326.31,cash,False,store,completed,2024-11-25,7.85
100444,2024-12-06,1129,US,MA,Cambridge,toys,772,8,251.36,0.05,1910.34,credit_card,False,mobile,shipped,2024-12-08,21.36
100445,2025-03-20,1119,US,WA,Fremantle,apparel,328,1,51.14,0.0,51.14,paypal,True,web,processing,2025-03-21,14.38
100446,2024-07-29,1973,BR,RS,Pelotas,home,418,7,41.16,0.2,230.5,credit_card,False,mobile,shipped,2024-08-04,12.37
100447,2025-10-02,1134,BR,RS,Caxias do Sul,sports,649,4,96.9,0.1,348.84,debit_card,True,store,completed,2025-10-03,22.77
100448,2024-12-15,1947,IN,MH,Mumbai,home,111,4,99.49,0.0,397.96,bank_transfer,False,web,shipped,2024-12-18,20.95
100449,2024-07-10,1278,US,CA,San Francisco,electronics,835,5,306.11,0.05,1454.02,cash,False,mobile,processing,2024-07-13,20.32
100450,2025-10-05,1093,UK,Scotland,Glasgow,toys,352,4,93.02,0.3,260.46,cash,False,mobile,shipped,2025-10-10,5.64
100451,2025-09-11,1304,US,FL,Orlando,sports,167,8,441.45,0.05,3355.02,cash,False,web,completed,2025-09-16,3.83
100452,2024-11-30,1614,US,TX,Houston,home,397,10,108.83,0.2,870.64,debit_card,False,web,completed,2024-12-06,17.25
100453,2024-01-17,1427,CA,ON,Mississauga,home,851,9,50.11,0.15,383.34,credit_card,False,mobile,cancelled,2024-01-20,11.72
100454,2025-02-03,1785,AU,WA,Bunbury,apparel,346,5,438.49,0.05,2082.83,cash,False,web,processing,2025-02-06,17.09
100455,2025-01-06,1610,US,IL,Chicago,home,584,6,151.19,0.1,816.43,cash,False,mobile,completed,2025-01-09,19.02
100456,2024-04-09,1400,BR,RJ,Niterói,toys,829,5,215.58,0.0,1077.9,debit_card,False,store,processing,2024-04-10,7.38
100457,2025-02-28,1634,DE,BE,Berlin,home,130,8,479.72,0.25,2878.32,credit_card,False,marketplace,completed,2025-03-06,7.12
100458,2025-07-17,1971,CA,BC,Surrey,electronics,783,6,472.46,0.1,2551.28,bank_transfer,False,web,completed,2025-07-21,12.27
100459,2024-03-11,1411,DE,SN,Leipzig,home,359,5,358.88,0.15,1525.24,credit_card,False,mobile,shipped,2024-03-15,6.84
100460,2025-04-29,1153,IN,KA,Mysuru,sports,725,5,39.12,0.05,185.82,credit_card,False,web,shipped,2025-05-06,16.68
100461,2024-04-04,1408,UK,Wales,Cardiff,sports,269,4,298.7,0.25,896.1,cash,False,mobile,completed,2024-04-06,18.67
100462,2025-05-16,1840,US,IL,Chicago,toys,224,6,494.59,0.05,2819.16,paypal,False,mobile,cancelled,2025-05-23,11.8
100463,2024-10-07,1217,US,WA,Bunbury,apparel,808,7,473.72,0.15,2818.63,credit_card,False,marketplace,processing,2024-10-12,18.09
100464,2024-01-05,1949,IN,GJ,Vadodara,beauty,826,5,57.47,0.3,201.14,bank_transfer,False,mobile,completed,2024-01-07,12.76
100465,2025-10-09,1588,US,FL,Tampa,home,982,9,201.0,0.2,1447.2,debit_card,False,marketplace,shipped,2025-10-14,17.82
100466,2024-04-21,1601,AU,QLD,Brisbane,toys,708,9,161.19,0.2,1160.57,paypal,True,web,shipped,2024-04-27,5.62
100467,2025-02-03,1317,UK,N. Ireland,Belfast,beauty,518,5,69.22,0.3,242.27,cash,True,web,shipped,2025-02-06,18.47
100468,2024-05-01,1920,IN,KA,Bengaluru,beauty,275,10,348.93,0.05,3314.84,debit_card,False,web,returned,2024-05-04,17.88
100469,2025-09-17,1036,US,IL,Springfield,home,365,2,140.55,0.3,196.77,bank_transfer,False,mobile,shipped,2025-09-23,6.67
100470,2025-05-09,1298,BR,MG,Uberlândia,beauty,682,10,175.71,0.15,1493.54,cash,False,web,completed,2025-05-11,13.9
100471,2025-06-22,1418,AU,QLD,Cairns,toys,411,3,49.73,0.1,134.27,paypal,True,web,completed,2025-06-23,21.38
100472,2024-10-16,1477,DE,SN,Chemnitz,sports,534,6,251.49,0.05,1433.49,cash,False,web,processing,2024-10-21,6.24
100473,2024-11-09,1474,CA,BC,Vancouver,home,251,3,83.29,0.25,187.4,paypal,False,marketplace,returned,2024-11-16,18.4
100474,2025-02-28,1147,BR,MG,Juiz de Fora,toys,494,5,218.88,0.3,766.08,paypal,True,marketplace,completed,2025-03-04,23.85
100475,2025-06-09,1225,UK,Wales,Cardiff,beauty,313,4,75.95,0.2,243.04,cash,False,web,completed,2025-06-10,21.66
100476,2025-07-21,1095,DE,BE,Berlin,home,200,8,477.16,0.0,3817.28,bank_transfer,False,marketplace,shipped,2025-07-25,10.04
100477,2024-01-12,1572,UK,England,London,beauty,218,1,76.77,0.15,65.25,cash,True,web,completed,2024-01-14,15.18
100478,2025-03-20,1350,CA,ON,Ottawa,electronics,565,9,263.33,0.25,1777.48,bank_transfer,False,mobile,completed,2025-03-26,24.79
100479,2024-03-14,1565,UK,Wales,Cardiff,beauty,429,10,102.51,0.1,922.59,bank_transfer,False,mobile,processing,2024-03-19,14.21
100480,2024-07-11,1589,CA,AB,Edmonton,toys,189,6,42.8,0.25,192.6,debit_card,False,mobile,processing,2024-07-14,2.88
100481,2025-07-09,1702,US,TX,Houston,home,562,6,105.14,0.2,504.67,debit_card,False,marketplace,processing,2025-07-14,1.14
100482,2024-06-16,1547,UK,Scotland,Edinburgh,electronics,247,7,32.11,0.0,224.77,cash,False,store,shipped,2024-06-21,19.76
100483,2025-06-17,1647,US,MA,Cambridge,beauty,113,2,74.0,0.15,125.8,bank_transfer,False,store,completed,2025-06-22,10.59
100484,2024-11-06,1587,UK,N. Ireland,Derry,home,219,8,249.27,0.05,1894.45,debit_card,False,store,cancelled,2024-11-09,6.17
100485,2024-06-04,1652,BR,RS,Pelotas,apparel,503,3,327.65,0.15,835.51,debit_card,False,store,completed,2024-06-08,8.69
100486,2024-08-11,1616,CA,BC,Vancouver,electronics,957,7,48.23,0.1,303.85,bank_transfer,False,web,completed,2024-08-12,18.93
100487,2024-12-21,1316,US,FL,Miami,sports,317,4,223.3,0.25,669.9,credit_card,False,mobile,processing,2024-12-24,11.63
100488,2025-05-27,1246,US,CA,San Diego,toys,356,8,292.72,0.3,1639.23,credit_card,False,web,shipped,2025-05-30,21.71
100489,2025-02-10,1787,DE,NW,Cologne,sports,318,8,120.94,0.15,822.39,bank_transfer,True,store,processing,2025-02-14,18.37
100490,2025-09-17,1342,CA,BC,Surrey,electronics,419,3,189.18,0.15,482.41,debit_card,False,mobile,completed,2025-09-24,24.35
100491,2025-08-04,1549,DE,HE,Frankfurt,home,744,7,40.56,0.2,227.14,bank_transfer,False,store,returned,2025-08-11,22.21
100492,2025-05-19,1196,US,CA,San Diego,toys,389,5,113.96,0.2,455.84,paypal,False,store,shipped,2025-05-23,6.36
100493,2025-02-08,1431,UK,England,Birmingham,toys,691,3,236.04,0.2,566.5,cash,True,mobile,shipped,2025-02-13,16.48
100494,2024-07-13,1529,UK,Scotland,Edinburgh,beauty,907,6,495.27,0.25,2228.72,paypal,False,web,cancelled,2024-07-14,0.51
100495,2024-10-03,1626,DE,BY,Munich,sports,950,10,498.15,0.3,3487.05,cash,True,marketplace,completed,2024-10-07,24.78
100496,2024-03-20,1526,DE,SN,Chemnitz,beauty,606,1,489.91,0.25,367.43,cash,True,mobile,shipped,2024-03-25,6.53
100497,2024-09-07,1360,IN,MH,Pune,electronics,741,10,214.43,0.0,2144.3,debit_card,False,web,shipped,2024-09-12,16.62
100498,2025-09-12,1961,DE,SN,Dresden,home,926,9,44.94,0.15,343.79,cash,False,mobile,shipped,2025-09-19,21.23
100499,2024-10-12,1512,IN,TN,Chennai,sports,807,6,165.17,0.15,842.37,bank_transfer,False,marketplace,processing,2024-10-16,4.01
